tarih,vardiya,makine_id,sicaklik,basinc,titreşim,uretim_hizi,operator_tecrube,kullanim_süresi,rulman_degisimi_sonrasi,hata_var
2024-05-06,Gece,3,81.56,1.82,0.64,1665,5,11,1,0
2024-05-07,Gündüz,2,77.75,1.61,0.69,1383,2,6,1,0
2024-05-08,Gündüz,3,78.13,2.25,0.59,1581,3,9,1,0
2024-05-09,Gündüz,4,74.86,1.94,0.65,1159,5,10,1,0
2024-05-10,Akşam,3,87.18,1.79,0.65,1431,3,11,1,0
2024-05-11,Gündüz,2,78.29,2.18,0.61,2419,3,11,1,0
2024-05-12,Gündüz,4,76.44,1.4,0.67,1614,2,6,1,0
2024-05-13,Akşam,1,76.97,2.06,0.6,1487,1,8,1,0
2024-05-14,Gündüz,2,84.01,1.73,0.64,2212,3,7,1,0
2024-05-15,Gece,5,82.87,1.66,0.59,2441,2,8,1,0
2024-05-16,Gece,2,77.49,1.98,0.64,1342,3,11,1,0
2024-05-17,Gündüz,4,80.16,1.68,0.64,2384,5,9,1,0
2024-05-18,Akşam,2,81.38,1.85,0.68,1108,1,10,1,0
2024-05-19,Gece,1,76.48,1.77,0.71,1848,3,11,1,0
2024-05-20,Akşam,1,72.3,1.89,0.66,1300,1,8,1,0
2024-05-21,Akşam,5,82.58,1.65,0.65,2391,1,11,1,0
2024-05-22,Gece,3,76.76,2.08,0.6,2278,5,7,1,0
2024-05-23,Akşam,4,82.2,1.19,0.51,2339,5,7,1,0
2024-05-24,Gece,4,81.61,1.99,0.68,1704,4,10,1,0
2024-05-25,Akşam,3,80.28,1.23,0.71,2094,1,6,1,0
2024-05-26,Gece,1,77.87,1.57,0.64,1268,3,8,1,0
2024-05-27,Gündüz,1,76.83,1.96,0.57,2232,5,11,1,0
2024-05-28,Gece,2,74.31,1.2,0.69,1477,3,8,1,0
2024-05-29,Gece,5,76.93,1.85,0.68,1175,1,7,1,0
2024-05-30,Gece,5,82.84,1.39,0.52,1238,5,9,1,0
2024-05-31,Gece,5,86.99,1.51,0.63,1892,4,8,1,0
2024-06-01,Akşam,2,86.26,1.5,0.64,1609,1,7,1,0
2024-06-02,Gündüz,5,80.73,1.4,0.54,1858,3,9,1,0
2024-06-03,Gece,3,86.99,1.28,0.57,2465,4,6,1,0
2024-06-04,Akşam,2,78.47,2.42,0.68,1491,1,6,1,0
2024-06-05,Gündüz,3,73.54,1.75,0.63,1098,5,7,1,0
2024-06-06,Gündüz,2,89.6,1.43,0.58,1328,1,7,1,0
2024-06-07,Gündüz,5,82.66,1.63,0.59,2349,2,6,1,0
2024-06-08,Gündüz,3,72.33,1.81,0.57,1444,3,7,1,0
2024-06-09,Gece,3,87.8,1.69,0.63,1997,5,10,1,0
2024-06-10,Gece,3,76.28,1.42,0.67,1294,5,8,1,0
2024-06-11,Akşam,2,77.37,1.53,0.69,1441,2,10,1,0
2024-06-12,Akşam,4,85.11,2.16,0.6,1794,4,9,1,0
2024-06-13,Akşam,5,86.81,1.38,0.61,1890,5,7,1,0
2024-06-14,Gündüz,3,75.0,1.2,0.66,1030,4,7,1,0
2024-06-15,Gündüz,4,87.35,1.68,0.68,2154,4,9,1,0
2024-06-16,Gece,5,84.37,1.22,0.65,1437,4,8,1,0
2024-06-17,Gündüz,5,76.0,1.53,0.69,2349,1,6,1,0
2024-06-18,Gündüz,3,78.77,1.42,0.72,2290,2,10,1,0
2024-06-19,Gündüz,3,87.58,1.43,0.55,1285,3,8,1,0
2024-06-20,Akşam,2,72.2,1.82,0.71,1290,2,6,1,0
2024-06-21,Akşam,4,86.9,1.88,0.7,1367,5,6,1,0
2024-06-22,Gece,4,84.23,1.56,0.58,1485,2,7,1,0
2024-06-23,Gündüz,3,82.55,1.77,0.66,1554,3,9,1,0
2024-06-24,Gündüz,5,80.66,1.54,0.67,1167,1,11,1,0
2024-06-25,Gece,3,89.85,1.92,0.58,2494,5,7,1,0
2024-06-26,Gündüz,5,90.59,1.36,0.63,2193,1,11,1,0
2024-06-27,Gündüz,5,76.92,1.85,0.64,1770,5,9,1,0
2024-06-28,Akşam,3,83.06,1.87,0.58,2369,3,7,1,0
2024-06-29,Gece,1,89.37,2.5,0.62,1077,1,10,1,0
2024-06-30,Gece,4,76.07,1.27,0.71,1850,3,7,1,0
2024-07-01,Gece,5,81.22,2.6,0.72,2108,3,10,1,0
2024-07-02,Gece,5,85.02,2.03,0.58,1891,2,11,1,0
2024-07-03,Akşam,1,69.93,2.35,0.51,1660,5,8,1,0
2024-07-04,Akşam,2,84.14,2.07,0.7,2224,4,8,1,0
2024-07-05,Gündüz,1,74.56,1.52,0.73,1588,4,11,1,0
2024-07-06,Gündüz,1,80.96,2.0,0.68,2384,1,11,1,0
2024-07-07,Gündüz,5,85.72,1.6,0.63,1761,3,7,1,0
2024-07-08,Gündüz,4,68.05,1.77,0.59,1564,2,8,1,0
2024-07-09,Akşam,1,83.93,1.45,0.67,1811,5,6,1,0
2024-07-10,Gece,2,90.19,1.6,0.7,1301,1,10,1,0
2024-07-11,Akşam,3,77.33,2.07,0.61,1292,3,11,1,0
2024-07-12,Gündüz,1,82.88,1.93,0.66,1293,4,9,1,0
2024-07-13,Akşam,1,86.68,2.11,0.62,1108,4,10,1,0
2024-07-14,Gece,2,72.04,1.38,0.68,1364,5,7,1,0
2024-07-15,Gece,4,83.79,1.24,0.54,1599,5,8,1,0
2024-07-16,Akşam,1,85.12,2.13,0.67,1677,5,8,1,0
2024-07-17,Akşam,1,83.19,2.11,0.63,2290,1,6,1,0
2024-07-18,Akşam,4,80.43,1.86,0.74,1092,5,8,1,0
2024-07-19,Gündüz,2,75.0,1.93,0.66,2087,1,7,1,0
2024-07-20,Akşam,1,86.96,2.06,0.68,1427,2,7,1,0
2024-07-21,Akşam,4,80.17,1.85,0.6,1637,3,9,1,0
2024-07-22,Akşam,1,75.48,1.96,0.64,1367,4,10,1,0
2024-07-23,Gece,3,78.41,2.04,0.67,1104,1,10,1,0
2024-07-24,Gece,5,81.84,1.77,0.63,1208,3,10,1,0
2024-07-25,Gündüz,3,72.19,1.7,0.64,2011,5,9,1,0
2024-07-26,Gündüz,1,80.09,1.91,0.66,1473,4,9,1,0
2024-07-27,Gece,2,77.92,2.48,0.57,2084,1,9,1,0
2024-07-28,Gece,5,86.68,1.55,0.63,2369,5,6,1,0
2024-07-29,Gece,3,70.63,1.67,0.69,1011,3,9,1,0
2024-07-30,Akşam,4,84.69,1.27,0.63,1465,2,8,1,0
2024-07-31,Akşam,2,87.09,1.93,0.77,1648,3,11,1,0
2024-08-01,Gece,3,70.81,1.64,0.66,2218,1,6,1,0
2024-08-02,Akşam,4,71.41,1.38,0.56,2097,2,8,1,1
2024-08-03,Akşam,1,88.93,1.78,0.68,1874,2,10,1,0
2024-08-04,Gündüz,4,75.48,2.25,0.6,1385,5,7,1,0
2024-08-05,Gece,3,95.47,1.69,0.67,2159,3,10,1,0
2024-08-06,Gece,3,70.97,1.72,0.63,1883,1,9,1,0
2024-08-07,Akşam,1,80.85,2.24,0.63,1554,2,7,1,0
2024-08-08,Gece,4,79.88,1.8,0.71,2459,5,10,1,0
2024-08-09,Gündüz,4,78.96,1.44,0.58,2062,2,6,1,0
2024-08-10,Gündüz,1,82.31,2.01,0.63,1653,3,9,1,0
2024-08-11,Gündüz,4,82.6,2.14,0.63,2343,4,10,1,0
2024-08-12,Gece,1,79.16,1.74,0.73,1864,1,7,1,0
2024-08-13,Gece,2,74.93,1.84,0.64,1988,4,8,1,0
2024-08-14,Gece,3,85.24,1.41,0.61,1352,3,10,1,0
2024-08-15,Gece,2,83.14,1.54,0.67,1513,4,6,1,0
2024-08-16,Gece,5,80.57,1.7,0.62,2439,3,7,1,0
2024-08-17,Gündüz,5,82.98,1.82,0.62,1803,3,10,1,0
2024-08-18,Akşam,5,83.84,1.61,0.7,2393,5,8,1,0
2024-08-19,Gündüz,1,76.19,1.69,0.52,1342,4,9,1,0
2024-08-20,Gece,4,82.8,1.76,0.62,2348,2,9,1,0
2024-08-21,Gündüz,2,77.23,1.5,0.63,2390,3,9,1,0
2024-08-22,Gece,2,84.01,1.72,0.74,1335,4,11,1,0
2024-08-23,Gece,2,79.04,2.15,0.69,2319,2,7,1,0
2024-08-24,Gündüz,2,83.06,1.62,0.66,1023,1,11,1,0
2024-08-25,Gece,5,77.83,1.53,0.66,1884,2,8,1,0
2024-08-26,Akşam,2,83.32,2.43,0.67,2465,4,8,1,0
2024-08-27,Gece,4,75.11,1.87,0.68,1103,4,10,1,0
2024-08-28,Akşam,5,80.18,1.57,0.67,2435,2,9,1,0
2024-08-29,Akşam,2,84.9,1.99,0.77,1573,2,7,1,0
2024-08-30,Gece,1,82.34,1.88,0.65,1774,3,11,1,0
2024-08-31,Gündüz,3,80.96,1.63,0.68,2317,4,11,1,0
2024-09-01,Akşam,3,89.02,1.79,0.67,1886,3,9,1,0
2024-09-02,Gündüz,3,85.12,1.71,0.72,1242,3,11,1,0
2024-09-03,Akşam,5,84.28,2.1,0.64,1341,1,9,1,0
2024-09-04,Gece,2,83.29,2.0,0.65,1632,4,10,1,0
2024-09-05,Gece,5,83.91,1.16,0.6,1864,3,10,1,0
2024-09-06,Akşam,4,88.29,2.37,0.72,1172,1,10,1,0
2024-09-07,Gece,1,77.91,1.71,0.6,2439,3,6,1,0
2024-09-08,Akşam,1,85.05,2.32,0.7,1102,3,6,1,0
2024-09-09,Gece,3,81.78,2.01,0.76,1159,4,11,1,0
2024-09-10,Gündüz,3,78.08,1.87,0.77,2280,2,7,1,0
2024-09-11,Gece,3,79.5,1.77,0.66,1713,2,7,1,0
2024-09-12,Gündüz,2,81.1,2.63,0.66,1556,4,10,1,0
2024-09-13,Gece,4,75.7,1.72,0.67,1575,2,8,1,0
2024-09-14,Gündüz,4,84.32,1.6,0.72,1195,5,7,1,0
2024-09-15,Gece,4,79.49,1.63,0.67,1988,2,11,1,0
2024-09-16,Gündüz,4,80.42,1.8,0.66,2414,3,6,1,0
2024-09-17,Akşam,3,86.79,1.8,0.73,1933,3,11,1,0
2024-09-18,Akşam,1,80.65,2.1,0.68,1069,1,11,1,0
2024-09-19,Gündüz,3,87.76,2.03,0.67,1842,4,6,1,0
2024-09-20,Gece,4,77.38,2.03,0.64,1246,1,9,1,0
2024-09-21,Gündüz,3,74.51,1.73,0.73,1328,3,10,1,0
2024-09-22,Gece,4,78.55,2.0,0.69,1157,3,11,1,0
2024-09-23,Akşam,5,65.93,2.03,0.68,1917,1,8,1,0
2024-09-24,Gece,1,84.53,1.78,0.59,1697,5,10,1,0
2024-09-25,Akşam,5,74.81,1.88,0.73,1742,2,6,1,0
2024-09-26,Gece,2,76.91,2.03,0.63,1584,5,8,1,0
2024-09-27,Gece,3,83.58,1.86,0.71,1054,5,7,1,0
2024-09-28,Gece,2,80.6,1.89,0.64,1485,5,9,1,0
2024-09-29,Gündüz,3,77.8,2.22,0.63,2266,5,11,1,0
2024-09-30,Gündüz,5,69.82,1.87,0.73,2376,2,6,1,0
2024-10-01,Akşam,4,86.5,1.62,0.69,1409,4,9,1,0
2024-10-02,Akşam,4,83.62,1.4,0.69,1959,1,11,1,0
2024-10-03,Gündüz,3,90.28,1.83,0.78,1904,5,11,1,0
2024-10-04,Akşam,4,77.02,1.7,0.78,1726,5,10,1,0
2024-10-05,Gündüz,5,72.73,2.04,0.67,2038,1,8,1,0
2024-10-06,Gece,4,84.97,2.27,0.62,1146,1,10,1,0
2024-10-07,Akşam,5,79.06,1.49,0.76,2048,4,9,1,0
2024-10-08,Akşam,2,83.14,1.53,0.62,1332,3,6,1,0
2024-10-09,Gündüz,5,88.1,1.79,0.71,2197,4,9,1,0
2024-10-10,Akşam,1,81.94,1.56,0.68,1289,3,6,1,0
2024-10-11,Akşam,1,80.84,1.73,0.69,1569,2,9,1,0
2024-10-12,Gece,1,81.15,1.64,0.75,1790,4,10,1,0
2024-10-13,Akşam,3,71.81,1.5,0.65,2168,2,9,1,0
2024-10-14,Gece,3,85.54,2.05,0.66,1908,1,7,1,0
2024-10-15,Gündüz,3,85.86,1.82,0.73,2145,4,10,1,0
2024-10-16,Akşam,5,82.65,2.35,0.78,1026,1,9,1,0
2024-10-17,Gece,3,72.42,1.91,0.82,2089,5,9,1,0
2024-10-18,Gündüz,2,79.39,2.19,0.62,2124,1,8,1,0
2024-10-19,Akşam,1,87.19,1.58,0.67,1925,5,10,1,0
2024-10-20,Gündüz,5,77.17,1.58,0.64,1387,3,8,1,0
2024-10-21,Akşam,1,85.92,2.47,0.74,2117,5,10,1,0
2024-10-22,Gündüz,3,80.28,1.62,0.7,2090,3,6,1,0
2024-10-23,Gündüz,5,83.56,1.52,0.74,1249,5,10,1,0
2024-10-24,Gece,4,77.94,1.45,0.68,1141,5,10,1,0
2024-10-25,Gündüz,2,80.42,2.37,0.73,1266,2,9,1,0
2024-10-26,Akşam,3,82.18,1.72,0.69,1214,2,7,1,0
2024-10-27,Akşam,3,74.58,1.92,0.7,1488,1,11,1,0
2024-10-28,Gece,2,81.37,1.85,0.67,1495,2,10,1,1
2024-10-29,Akşam,2,66.56,1.58,0.77,1479,3,8,1,0
2024-10-30,Akşam,4,76.99,1.71,0.64,1642,2,7,1,0
2024-10-31,Akşam,3,82.72,2.05,0.69,1000,1,10,1,0
2024-11-01,Gündüz,3,85.6,1.43,0.79,2032,4,7,1,0
2024-11-02,Gündüz,1,82.36,2.0,0.76,1840,3,6,1,0
2024-11-03,Akşam,5,73.05,2.23,0.66,1379,4,7,1,0
2024-11-04,Gece,5,85.16,1.89,0.66,1843,3,6,1,0
2024-11-05,Gündüz,1,74.3,2.2,0.73,2167,1,7,1,0
2024-11-06,Gece,5,83.07,1.39,0.73,1301,2,7,1,0
2024-11-07,Akşam,2,74.47,1.25,0.76,1649,4,8,1,0
2024-11-08,Akşam,5,76.13,1.87,0.63,2440,4,11,1,0
2024-11-09,Gündüz,5,75.22,1.62,0.77,1808,2,8,1,0
2024-11-10,Akşam,1,80.69,2.06,0.66,2202,1,9,1,0
2024-11-11,Gündüz,4,79.02,1.71,0.77,2301,2,7,1,0
2024-11-12,Akşam,5,82.54,1.84,0.62,2167,5,6,1,0
2024-11-13,Akşam,5,79.91,1.82,0.65,1338,5,7,1,0
2024-11-14,Gündüz,4,72.41,1.83,0.79,2482,5,10,1,0
2024-11-15,Gündüz,1,81.38,1.64,0.8,2354,4,6,1,0
2024-11-16,Gündüz,4,71.19,1.39,0.71,2293,4,10,1,0
2024-11-17,Akşam,1,75.58,1.73,0.69,1998,1,9,1,0
2024-11-18,Akşam,2,78.18,2.24,0.71,2210,3,10,1,0
2024-11-19,Gece,1,77.83,1.62,0.73,1665,2,9,1,0
2024-11-20,Gündüz,2,71.76,1.62,0.73,2195,3,9,1,0
2024-11-21,Akşam,2,86.86,1.85,0.7,1403,4,9,1,0
2024-11-22,Akşam,1,88.24,1.45,0.61,2491,2,10,1,0
2024-11-23,Gündüz,3,91.25,2.1,0.68,1246,4,9,1,0
2024-11-24,Gece,1,85.74,1.48,0.63,1558,1,9,1,0
2024-11-25,Gündüz,5,78.02,1.71,0.75,1777,2,8,1,0
2024-11-26,Gece,5,77.94,2.56,0.73,1110,4,11,1,0
2024-11-27,Akşam,3,77.66,1.46,0.71,1987,5,7,1,0
2024-11-28,Gece,2,89.93,2.24,0.7,1812,5,9,1,0
2024-11-29,Akşam,3,79.42,1.84,0.81,2326,4,6,1,0
2024-11-30,Gündüz,5,86.35,1.88,0.77,1929,3,6,1,0
2024-12-01,Gündüz,3,85.96,1.56,0.73,1885,1,8,1,0
2024-12-02,Gündüz,1,80.95,2.04,0.69,1908,1,10,1,0
2024-12-03,Gece,3,72.74,1.69,0.78,2496,4,10,1,0
2024-12-04,Akşam,2,79.53,1.46,0.72,1790,1,10,1,0
2024-12-05,Gündüz,1,80.73,2.24,0.68,1291,2,9,1,0
2024-12-06,Gündüz,4,86.39,1.68,0.69,2275,1,11,1,1
2024-12-07,Akşam,5,80.1,1.24,0.75,1174,5,11,1,0
2024-12-08,Gündüz,5,73.96,1.72,0.77,1108,4,10,1,0
2024-12-09,Akşam,3,84.94,2.04,0.75,1961,2,10,1,0
2024-12-10,Akşam,1,78.86,1.99,0.75,2363,1,7,1,0
2024-12-11,Akşam,4,67.27,1.61,0.7,1847,5,11,1,0
2024-12-12,Akşam,1,81.62,1.51,0.69,2037,3,9,1,0
2024-12-13,Akşam,5,82.5,1.39,0.73,1692,1,9,1,0
2024-12-14,Gece,1,75.79,1.79,0.72,2345,5,6,1,0
2024-12-15,Gündüz,4,79.04,1.85,0.67,1963,5,6,1,0
2024-12-16,Gece,3,83.29,2.01,0.72,1042,5,7,1,0
2024-12-17,Gündüz,2,81.66,1.76,0.76,1460,5,8,1,0
2024-12-18,Gece,1,72.19,1.75,0.7,2125,3,9,1,0
2024-12-19,Akşam,2,86.27,1.72,0.8,1704,4,6,1,0
2024-12-20,Gündüz,5,88.53,1.85,0.66,2032,5,10,1,0
2024-12-21,Gündüz,3,77.45,1.76,0.68,1148,4,9,1,0
2024-12-22,Gece,3,70.45,2.08,0.7,1337,3,9,1,0
2024-12-23,Gece,1,83.86,1.89,0.77,2002,3,9,1,0
2024-12-24,Gündüz,3,76.63,1.83,0.74,1223,2,11,1,0
2024-12-25,Gece,1,82.68,1.79,0.68,2133,2,6,1,0
2024-12-26,Gece,1,91.01,1.52,0.63,1353,5,7,1,0
2024-12-27,Gece,2,72.27,1.8,0.67,2107,4,6,1,0
2024-12-28,Akşam,3,76.02,1.61,0.64,1554,3,10,1,0
2024-12-29,Akşam,1,79.03,1.9,0.77,1065,1,10,1,0
2024-12-30,Gece,2,86.46,1.74,0.68,2411,2,8,1,0
2024-12-31,Gece,4,97.78,2.3,0.76,1620,2,6,1,0
2025-01-01,Akşam,2,81.24,1.42,0.76,2158,1,6,1,0
2025-01-02,Akşam,2,71.84,0.87,0.79,2109,4,8,1,0
2025-01-03,Gündüz,1,78.27,1.88,0.7,1083,4,8,1,0
2025-01-04,Gündüz,5,76.13,1.61,0.75,1226,4,9,1,0
2025-01-05,Akşam,5,83.61,1.85,0.74,2283,5,9,1,0
2025-01-06,Gece,5,81.88,1.43,0.74,1891,5,10,1,0
2025-01-07,Gece,2,74.79,2.37,0.73,2012,1,7,1,0
2025-01-08,Gece,1,75.83,1.68,0.78,1019,3,10,1,0
2025-01-09,Gece,3,78.2,1.59,0.77,2058,1,11,1,0
2025-01-10,Gündüz,2,78.8,2.37,0.73,1754,3,6,1,0
2025-01-11,Akşam,2,79.79,2.05,0.71,2466,1,7,1,0
2025-01-12,Gece,1,80.24,2.22,0.71,1940,5,9,1,0
2025-01-13,Gündüz,4,86.17,1.75,0.74,1269,4,8,1,0
2025-01-14,Gece,2,78.02,1.81,0.75,1405,2,8,1,0
2025-01-15,Akşam,4,77.28,1.62,0.73,1303,1,10,1,0
2025-01-16,Gündüz,4,73.31,1.59,0.67,2308,1,6,1,0
2025-01-17,Akşam,5,78.88,1.92,0.72,2008,2,6,1,0
2025-01-18,Akşam,1,81.28,1.69,0.71,1809,1,8,1,0
2025-01-19,Gündüz,4,71.38,2.47,0.74,2052,4,10,1,0
2025-01-20,Gündüz,1,78.29,2.05,0.87,1390,2,11,1,0
2025-01-21,Gündüz,5,85.8,2.36,0.76,2439,2,10,1,0
2025-01-22,Gündüz,1,83.24,1.13,0.8,1908,4,9,1,0
2025-01-23,Gündüz,2,81.87,2.37,0.71,1141,4,9,1,0
2025-01-24,Gündüz,4,83.11,1.08,0.74,1645,2,9,1,0
2025-01-25,Gündüz,1,77.13,1.42,0.8,1808,4,11,1,0
2025-01-26,Gece,3,76.47,1.27,0.66,1947,4,7,1,0
2025-01-27,Akşam,1,86.36,1.87,0.73,2364,4,10,1,0
2025-01-28,Gündüz,4,84.14,1.79,0.78,1244,2,10,1,0
2025-01-29,Gece,5,76.27,2.04,0.74,1765,1,11,1,0
2025-01-30,Gece,5,70.61,1.77,0.72,1875,3,9,1,0
2025-01-31,Gece,4,76.37,2.17,0.72,1911,2,8,1,0
2025-02-01,Akşam,2,82.72,1.52,0.76,2028,3,9,1,0
2025-02-02,Gündüz,2,76.71,2.17,0.67,1919,4,7,1,0
2025-02-03,Gece,5,81.65,1.79,0.75,1938,4,11,1,0
2025-02-04,Akşam,5,87.1,2.51,0.78,1448,1,8,1,0
2025-02-05,Akşam,4,79.53,2.06,0.73,1265,4,10,1,0
2025-02-06,Akşam,2,81.17,1.71,0.67,2262,3,7,1,0
2025-02-07,Gece,5,83.42,1.79,0.72,1249,2,7,1,0
2025-02-08,Gündüz,2,74.59,1.5,0.74,1954,2,11,1,0
2025-02-09,Gece,5,76.13,1.91,0.7,2314,1,8,1,0
2025-02-10,Gece,1,83.63,1.71,0.75,1542,3,9,1,0
2025-02-11,Gündüz,3,80.18,2.02,0.76,1631,4,9,1,0
2025-02-12,Gündüz,1,80.61,1.4,0.81,2102,5,6,1,0
2025-02-13,Gündüz,5,80.17,1.7,0.74,1906,1,8,1,0
2025-02-14,Akşam,3,84.89,1.45,0.76,1520,1,9,1,0
2025-02-15,Gündüz,3,82.18,1.47,0.73,2473,5,7,1,0
2025-02-16,Gece,5,82.24,1.98,0.73,1883,2,11,1,0
2025-02-17,Gündüz,5,86.11,2.14,0.79,1733,2,9,1,0
2025-02-18,Gece,2,88.03,1.1,0.74,1143,2,11,1,0
2025-02-19,Akşam,5,91.22,2.36,0.8,2143,5,9,1,0
2025-02-20,Gece,4,77.1,2.22,0.75,1943,4,11,1,0
2025-02-21,Gece,5,92.35,1.4,0.7,1564,4,7,1,0
2025-02-22,Gündüz,4,74.52,2.05,0.72,2199,3,8,1,0
2025-02-23,Gündüz,5,89.68,1.66,0.88,1069,3,6,1,0
2025-02-24,Gece,2,76.83,1.77,0.75,1632,2,11,1,0
2025-02-25,Gündüz,4,79.66,1.98,0.68,1888,5,9,1,0
2025-02-26,Akşam,1,80.09,1.94,0.7,2226,1,11,1,0
2025-02-27,Akşam,4,75.67,1.63,0.72,1800,4,11,1,0
2025-02-28,Gündüz,2,80.43,1.63,0.71,1179,5,9,1,0
2025-03-01,Akşam,4,75.92,1.64,0.71,1592,3,9,1,0
2025-03-02,Gündüz,5,73.83,2.14,0.83,1566,4,8,1,0
2025-03-03,Gece,5,79.81,1.24,0.79,1690,4,7,1,0
2025-03-04,Gece,2,87.95,1.75,0.75,2133,5,7,1,0
2025-03-05,Akşam,3,78.73,2.27,0.73,2447,3,7,1,0
2025-03-06,Gündüz,5,84.71,2.01,0.75,1664,5,7,1,0
2025-03-07,Gündüz,1,75.77,2.12,0.85,1405,1,7,1,0
2025-03-08,Akşam,2,73.58,1.76,0.72,1985,4,7,1,0
2025-03-09,Gece,4,82.27,1.45,0.69,1636,5,9,1,0
2025-03-10,Akşam,4,88.78,1.82,0.8,2114,5,9,1,0
2025-03-11,Gece,1,81.04,1.59,0.82,2317,1,7,1,0
2025-03-12,Gündüz,5,84.13,2.47,0.84,2416,5,7,1,0
2025-03-13,Gece,2,87.48,1.75,0.75,2060,4,8,1,0
2025-03-14,Akşam,1,79.82,1.99,0.75,1516,2,11,1,0
2025-03-15,Gündüz,5,79.24,2.31,0.87,1849,2,8,1,0
2025-03-16,Akşam,2,82.36,1.47,0.8,1907,3,10,1,0
2025-03-17,Akşam,4,83.25,1.12,0.76,1315,1,9,1,0
2025-03-18,Gece,2,73.01,1.95,0.79,2195,3,7,1,0
2025-03-19,Akşam,3,81.48,2.0,0.75,2429,2,11,1,0
2025-03-20,Gece,2,80.0,1.68,0.78,2285,1,9,1,0
2025-03-21,Gündüz,3,76.05,1.45,0.78,1026,5,10,1,0
2025-03-22,Gece,2,79.65,1.89,0.81,1054,5,8,1,0
2025-03-23,Gündüz,3,74.17,1.79,0.72,1248,4,10,1,0
2025-03-24,Gece,4,72.45,1.9,0.79,1272,2,6,1,0
2025-03-25,Akşam,5,80.33,1.46,0.71,2282,5,8,1,0
2025-03-26,Gece,3,84.51,1.9,0.87,1190,1,9,1,0
2025-03-27,Gece,3,78.26,2.05,0.75,1574,5,8,1,0
2025-03-28,Gündüz,4,75.2,1.35,0.69,1856,3,10,1,0
2025-03-29,Akşam,3,75.97,2.24,0.91,2469,3,7,1,0
2025-03-30,Gece,1,82.74,1.88,0.75,1615,3,11,1,0
2025-03-31,Akşam,4,88.34,2.06,0.78,2416,3,10,1,0
2025-04-01,Gece,1,83.85,1.42,0.69,2431,3,10,1,0
2025-04-02,Gece,4,86.5,2.0,0.77,2017,4,7,1,0
2025-04-03,Akşam,3,74.76,1.31,0.86,1672,3,11,1,0
2025-04-04,Gece,1,79.63,1.52,0.81,1682,4,9,1,0
2025-04-05,Akşam,3,85.09,1.88,0.69,1108,4,11,1,0
2025-04-06,Gece,4,73.0,1.72,0.74,1651,5,9,1,0
2025-04-07,Gündüz,3,76.71,1.81,0.82,1980,1,8,1,0
2025-04-08,Akşam,1,84.71,2.38,0.81,2126,3,10,1,0
2025-04-09,Gece,1,81.29,1.8,0.76,1225,1,8,1,0
2025-04-10,Gece,3,75.17,2.01,0.8,1352,2,7,1,0
2025-04-11,Gündüz,2,71.85,1.78,0.72,2183,4,6,1,0
2025-04-12,Akşam,4,86.69,1.77,0.72,2427,2,9,1,0
2025-04-13,Gece,4,69.73,1.51,0.66,2347,4,7,1,0
2025-04-14,Gündüz,3,83.16,1.91,0.83,1144,3,9,1,0
2025-04-15,Gece,2,77.33,2.56,0.78,2488,2,8,1,0
2025-04-16,Akşam,1,85.24,1.83,0.78,1914,5,6,1,0
2025-04-17,Gece,5,74.79,1.72,0.63,2155,2,11,1,0
2025-04-18,Gece,5,93.07,2.14,0.78,2116,4,10,1,0
2025-04-19,Gece,3,82.01,2.11,0.81,1272,4,11,1,0
2025-04-20,Gece,2,82.84,1.93,0.68,1533,1,9,1,0
2025-04-21,Gündüz,2,76.13,1.71,0.79,2217,2,10,1,0
2025-04-22,Gündüz,4,79.33,2.14,0.78,2193,5,8,1,0
2025-04-23,Akşam,1,79.46,1.84,0.76,1459,3,9,1,0
2025-04-24,Gündüz,2,88.98,2.07,0.85,1940,1,11,1,0
2025-04-25,Gündüz,5,82.0,1.55,0.84,2034,2,8,1,0
2025-04-26,Akşam,1,82.72,1.62,0.95,1180,1,10,1,0
2025-04-27,Gündüz,1,82.66,1.83,0.73,2255,2,8,1,0
2025-04-28,Gündüz,3,83.14,1.43,0.81,1028,3,8,1,0
2025-04-29,Akşam,2,73.05,1.69,0.86,1531,3,8,1,0
2025-04-30,Akşam,3,90.25,1.42,0.76,2028,5,7,1,0
2025-05-01,Akşam,2,75.61,1.34,0.88,1139,1,7,1,0
2025-05-02,Gece,4,79.81,2.53,0.81,2051,5,9,1,0
2025-05-03,Gece,3,87.66,1.62,0.7,1097,2,8,1,0
2025-05-04,Akşam,3,89.67,1.64,0.73,1261,3,11,1,0
2025-05-05,Akşam,5,84.03,1.82,0.76,1018,3,8,1,0
2025-05-06,Akşam,3,77.48,1.48,0.79,1011,4,8,1,0
2025-05-07,Gece,2,80.64,1.65,0.86,1536,4,7,1,0
2025-05-08,Gece,5,80.83,2.35,0.79,2488,5,10,1,0
2025-05-09,Gündüz,3,81.01,1.91,0.85,1258,1,8,1,0
2025-05-10,Gündüz,3,73.85,2.1,0.8,1023,2,6,1,0
2025-05-11,Akşam,4,86.3,2.27,0.8,2031,5,9,1,0
2025-05-12,Gece,3,80.67,1.86,0.78,1227,3,7,1,0
2025-05-13,Gece,1,76.39,1.73,0.85,1375,3,10,1,0
2025-05-14,Gece,5,77.51,1.37,0.8,2146,3,6,1,0
2025-05-15,Akşam,1,81.35,1.69,0.76,2113,2,8,1,0
2025-05-16,Gündüz,5,72.99,1.75,0.81,2479,5,11,1,0
